Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Prod_Merc_Positions_Long_ALL,Prod_Merc_Positions_Short_ALL,Swap_Positions_Long_All,Swap__Positions_Short_All,Swap__Positions_Spread_All,M_Money_Positions_Long_ALL,M_Money_Positions_Short_ALL,M_Money_Positions_Spread_ALL,Other_Rept_Positions_Long_ALL,Other_Rept_Positions_Short_ALL,Other_Rept_Positions_Spread_ALL,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,Prod_Merc_Positions_Long_Old,Prod_Merc_Positions_Short_Old,Swap_Positions_Long_Old,Swap_Positions_Short_Old,Swap_Positions_Spread_Old,M_Money_Positions_Long_Old,M_Money_Positions_Short_Old,M_Money_Positions_Spread_Old,Other_Rept_Positions_Long_Old,Other_Rept_Positions_Short_Old,Other_Rept_Positions_Spread_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,Prod_Merc_Positions_Long_Other,Prod_Merc_Positions_Short_Other,Swap_Positions_Long_Other,Swap_Positions_Short_Other,Swap_Positions_Spread_Other,M_Money_Positions_Long_Other,M_Money_Positions_Short_Other,M_Money_Positions_Spread_Other,Other_Rept_Positions_Long_Other,Other_Rept_Positions_Short_Other,Other_Rept_Positions_Spread_Othr,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_Prod_Merc_Long_All,Change_in_Prod_Merc_Short_All,Change_in_Swap_Long_All,Change_in_Swap_Short_All,Change_in_Swap_Spread_All,Change_in_M_Money_Long_All,Change_in_M_Money_Short_All,Change_in_M_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Prod_Merc_Long_All,Pct_of_OI_Prod_Merc_Short_All,Pct_of_OI_Swap_Long_All,Pct_of_OI_Swap_Short_All,Pct_of_OI_Swap_Spread_All,Pct_of_OI_M_Money_Long_All,Pct_of_OI_M_Money_Short_All,Pct_of_OI_M_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_Prod_Merc_Long_Old,Pct_of_OI_Prod_Merc_Short_Old,Pct_of_OI_Swap_Long_Old,Pct_of_OI_Swap_Short_Old,Pct_of_OI_Swap_Spread_Old,Pct_of_OI_M_Money_Long_Old,Pct_of_OI_M_Money_Short_Old,Pct_of_OI_M_Money_Spread_Old,Pct_of_OI_Other_Rept_Long_Old,Pct_of_OI_Other_Rept_Short_Old,Pct_of_OI_Other_Rept_Spread_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_Prod_Merc_Long_Other,Pct_of_OI_Prod_Merc_Short_Other,Pct_of_OI_Swap_Long_Other,Pct_of_OI_Swap_Short_Other,Pct_of_OI_Swap_Spread_Other,Pct_of_OI_M_Money_Long_Other,Pct_of_OI_M_Money_Short_Other,Pct_of_OI_M_Money_Spread_Other,Pct_of_OI_Other_Rept_Long_Other,Pct_of_OI_Other_Rept_Short_Other,Pct_of_OI_Other_Rept_Spread_Othr,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_Prod_Merc_Long_All,Traders_Prod_Merc_Short_All,Traders_Swap_Long_All,Traders_Swap_Short_All,Traders_Swap_Spread_All,Traders_M_Money_Long_All,Traders_M_Money_Short_All,Traders_M_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_Prod_Merc_Long_Old,Traders_Prod_Merc_Short_Old,Traders_Swap_Long_Old,Traders_Swap_Short_Old,Traders_Swap_Spread_Old,Traders_M_Money_Long_Old,Traders_M_Money_Short_Old,Traders_M_Money_Spread_Old,Traders_Other_Rept_Long_Old,Traders_Other_Rept_Short_Old,Traders_Other_Rept_Spread_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_Prod_Merc_Long_Other,Traders_Prod_Merc_Short_Other,Traders_Swap_Long_Other,Traders_Swap_Short_Other,Traders_Swap_Spread_Other,Traders_M_Money_Long_Other,Traders_M_Money_Short_Other,Traders_M_Money_Spread_Other,Traders_Other_Rept_Long_Other,Traders_Other_Rept_Short_Other,Traders_Other_Rept_Spread_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined,Date,Open,High,Low,Close,PriceDifference,RSI,MA,%K,%D,MACD,Signal Line,Upper Band,Lower Band
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,141007,2014-10-10,023651,NYME,1,23,921759,125680,117868,163304,16064,43155,233514,224282,154586,21647,220519,115141,857027,891615,64732,30144,921759,125680,117868,163304,16064,43155,233514,224282,154586,21647,220519,115141,857027,891615,64732,30144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15956.0,4354.0,-3003.0,13932.0,-5376.0,-5331.0,-15963.0,3593.0,3433.0,989.0,-3610.0,-6496.0,-5082.0,-16790.0,-10874.0,834.0,100,13.6,12.8,17.7,1.7,4.7,25.3,24.3,16.8,2.3,23.9,12.5,93.0,96.7,7.0,3.3,100,13.6,12.8,17.7,1.7,4.7,25.3,24.3,16.8,2.3,23.9,12.5,93.0,96.7,7.0,3.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262,39.0,32.0,23.0,12.0,28.0,57.0,50.0,61.0,30.0,38.0,51.0,235,197.0,262.0,39.0,32.0,23.0,12.0,28.0,57.0,50.0,61.0,30.0,38.0,51.0,235.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,27.0,31.5,43.1,13.1,23.2,20.1,33.4,19.8,27.0,31.5,43.1,13.1,23.2,20.1,33.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2014-10-10,3.857,3.888,3.833,3.859,1.0,43.345352071802004,4.09315,23.05555555555559,41.23197734944168,-0.1321284349059657,-0.12257935263965809,4.734191676943833,3.4521083230561667
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,140930,2014-10-03,023651,NYME,1,23,937715,121326,120871,149372,21440,48486,249477,220689,151153,20658,224129,121637,862109,908405,75606,29310,937715,121326,120871,149372,21440,48486,249477,220689,151153,20658,224129,121637,862109,908405,75606,29310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6439.0,-576.0,-29.0,-2972.0,6191.0,-4307.0,10094.0,-8424.0,-4642.0,-1409.0,14945.0,-4858.0,-8670.0,-1124.0,2231.0,-5315.0,100,12.9,12.9,15.9,2.3,5.2,26.6,23.5,16.1,2.2,23.9,13.0,91.9,96.9,8.1,3.1,100,12.9,12.9,15.9,2.3,5.2,26.6,23.5,16.1,2.2,23.9,13.0,91.9,96.9,8.1,3.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267,37.0,31.0,22.0,13.0,26.0,67.0,43.0,56.0,27.0,39.0,56.0,236,198.0,267.0,37.0,31.0,22.0,13.0,26.0,67.0,43.0,56.0,27.0,39.0,56.0,236.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1,26.2,32.0,43.0,12.9,22.5,19.5,32.6,20.1,26.2,32.0,43.0,12.9,22.5,19.5,32.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2014-10-03,3.96,4.047,3.945,4.039,0.0,47.58195921720295,4.12045,59.36794582392767,36.23994889714833,-0.13128253552465718,-0.12431998921665792,4.765994560001387,3.4749054399986132
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,140923,2014-09-26,023651,NYME,1,23,944154,121902,120900,152344,15249,52793,239383,229113,155795,22067,209184,126495,870779,909529,73375,34625,944154,121902,120900,152344,15249,52793,239383,229113,155795,22067,209184,126495,870779,909529,73375,34625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-55053.0,-37891.0,-35382.0,-7037.0,-2467.0,-677.0,-8550.0,-10012.0,3400.0,-1462.0,-8934.0,-4638.0,-56855.0,-58710.0,1802.0,3657.0,100,12.9,12.8,16.1,1.6,5.6,25.4,24.3,16.5,2.3,22.2,13.4,92.2,96.3,7.8,3.7,100,12.9,12.8,16.1,1.6,5.6,25.4,24.3,16.5,2.3,22.2,13.4,92.2,96.3,7.8,3.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275,37.0,30.0,23.0,11.0,26.0,62.0,57.0,66.0,35.0,37.0,50.0,240,206.0,275.0,37.0,30.0,23.0,11.0,26.0,62.0,57.0,66.0,35.0,37.0,50.0,240.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,24.4,31.9,41.3,12.7,21.0,19.4,31.5,19.9,24.4,31.9,41.3,12.7,21.0,19.4,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2014-09-26,4.008,4.04,3.969,4.029,0.0,47.31631853537092,4.139149999999999,41.27243066884175,19.2543719402628,-0.14662056888256636,-0.12878010514983962,4.796323300863962,3.4819766991360357
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,140916,2014-09-19,023651,NYME,1,23,999207,159793,156282,159381,17716,53470,247933,239125,152395,23529,218118,131133,927634,968239,71573,30968,999207,159793,156282,159381,17716,53470,247933,239125,152395,23529,218118,131133,927634,968239,71573,30968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9390.0,12258.0,12876.0,2145.0,-900.0,2250.0,-7690.0,-2289.0,-3606.0,4798.0,-1440.0,-207.0,9948.0,6684.0,-558.0,2706.0,100,16.0,15.6,16.0,1.8,5.4,24.8,23.9,15.3,2.4,21.8,13.1,92.8,96.9,7.2,3.1,100,16.0,15.6,16.0,1.8,5.4,24.8,23.9,15.3,2.4,21.8,13.1,92.8,96.9,7.2,3.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277,39.0,33.0,22.0,11.0,26.0,63.0,54.0,67.0,31.0,42.0,50.0,240,211.0,277.0,39.0,33.0,22.0,11.0,26.0,63.0,54.0,67.0,31.0,42.0,50.0,240.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,25.6,33.4,41.9,12.1,21.0,18.6,31.2,19.9,25.6,33.4,41.9,12.1,21.0,18.6,31.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2014-09-19,3.908,3.922,3.834,3.837,0.0,42.083539981554736,4.16425,8.07947019867555,6.08533395684481,-0.16304663227595118,-0.13563341057506192,4.841741930423892,3.4867580695761085
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,140909,2014-09-12,023651,NYME,1,23,989817,147535,143406,157236,18616,51220,255623,241414,156001,18731,219558,131340,917686,961555,72131,28262,989817,147535,143406,157236,18616,51220,255623,241414,156001,18731,219558,131340,917686,961555,72131,28262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12823.0,-10379.0,-8781.0,12360.0,614.0,-302.0,-1810.0,611.0,17365.0,-3475.0,10770.0,-3082.0,10677.0,17195.0,2146.0,-4372.0,100,14.9,14.5,15.9,1.9,5.2,25.8,24.4,15.8,1.9,22.2,13.3,92.7,97.1,7.3,2.9,100,14.9,14.5,15.9,1.9,5.2,25.8,24.4,15.8,1.9,22.2,13.3,92.7,97.1,7.3,2.9,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286,40.0,32.0,22.0,11.0,25.0,72.0,54.0,70.0,29.0,42.0,55.0,255,211.0,286.0,40.0,32.0,22.0,11.0,25.0,72.0,54.0,70.0,29.0,42.0,55.0,255.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,26.4,31.4,42.4,12.1,21.2,18.7,31.6,20.3,26.4,31.4,42.4,12.1,21.2,18.7,31.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2014-09-12,3.844,3.859,3.786,3.857,1.0,42.49177019929528,4.206100000000001,8.411214953271068,13.395638629283544,-0.16209158399943124,-0.1409250452599358,4.901642469095749,3.510557530904253
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,140902,2014-09-05,023651,NYME,1,23,976994,157914,152187,144876,18002,51522,257433,240803,138636,22206,208788,134422,907009,944360,69985,32634,976994,157914,152187,144876,18002,51522,257433,240803,138636,22206,208788,134422,907009,944360,69985,32634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24266.0,7199.0,4908.0,896.0,-825.0,1267.0,6892.0,12261.0,1425.0,3755.0,2050.0,1315.0,22749.0,22401.0,1517.0,1865.0,100,16.2,15.6,14.8,1.8,5.3,26.3,24.6,14.2,2.3,21.4,13.8,92.8,96.7,7.2,3.3,100,16.2,15.6,14.8,1.8,5.3,26.3,24.6,14.2,2.3,21.4,13.8,92.8,96.7,7.2,3.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283,40.0,33.0,22.0,10.0,24.0,62.0,59.0,64.0,35.0,38.0,50.0,240,212.0,283.0,40.0,33.0,22.0,10.0,24.0,62.0,59.0,64.0,35.0,38.0,50.0,240.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4,26.6,32.5,42.1,12.3,21.4,18.7,31.8,20.4,26.6,32.5,42.1,12.3,21.4,18.7,31.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2014-09-05,3.838,3.848,3.781,3.793,1.0,40.784939861304586,4.2456,1.7653167185877827,12.807199723087615,-0.16055126297641653,-0.14485028880323195,4.947367512859697,3.5438324871403024
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,140826,2014-08-29,023651,NYME,1,23,952728,150715,147279,143980,18827,50255,250541,228542,137211,18451,206738,133107,884260,921959,68468,30769,952728,150715,147279,143980,18827,50255,250541,228542,137211,18451,206738,133107,884260,921959,68468,30769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7467.0,11367.0,8828.0,-4499.0,860.0,2574.0,5416.0,-1142.0,-17374.0,-2000.0,1146.0,794.0,-3722.0,-4314.0,-3745.0,-3153.0,100,15.8,15.5,15.1,2.0,5.3,26.3,24.0,14.4,1.9,21.7,14.0,92.8,96.8,7.2,3.2,100,15.8,15.5,15.1,2.0,5.3,26.3,24.0,14.4,1.9,21.7,14.0,92.8,96.8,7.2,3.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280,39.0,35.0,23.0,11.0,24.0,68.0,47.0,64.0,28.0,43.0,54.0,244,209.0,280.0,39.0,35.0,23.0,11.0,24.0,68.0,47.0,64.0,28.0,43.0,54.0,244.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9,27.5,32.1,43.2,12.5,21.7,18.5,32.1,20.9,27.5,32.1,43.2,12.5,21.7,18.5,32.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2014-08-29,4.056,4.085,4.012,4.065,0.0,46.1958110766151,4.2908,30.010384215991753,12.218760816891688,-0.1497335985027437,-0.14582695074313431,4.986247330481402,3.595352669518598
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,140819,2014-08-22,023651,NYME,1,23,960195,139348,138451,148479,17967,47681,245125,229684,154585,20451,205592,132313,887982,926273,72213,33922,960195,139348,138451,148479,17967,47681,245125,229684,154585,20451,205592,132313,887982,926273,72213,33922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3899.0,16297.0,16342.0,3349.0,-3296.0,-1540.0,11067.0,-7441.0,-12616.0,-13090.0,10637.0,3146.0,6613.0,5232.0,-2714.0,-1333.0,100,14.5,14.4,15.5,1.9,5.0,25.5,23.9,16.1,2.1,21.4,13.8,92.5,96.5,7.5,3.5,100,14.5,14.4,15.5,1.9,5.0,25.5,23.9,16.1,2.1,21.4,13.8,92.5,96.5,7.5,3.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286,37.0,35.0,22.0,12.0,28.0,71.0,48.0,70.0,32.0,41.0,53.0,249,218.0,286.0,37.0,35.0,22.0,12.0,28.0,71.0,48.0,70.0,32.0,41.0,53.0,249.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,27.0,31.6,42.4,12.9,21.2,18.8,31.7,20.5,27.0,31.6,42.4,12.9,21.2,18.8,31.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2014-08-22,3.88,3.893,3.828,3.84,0.0,40.090747316615776,4.31855,6.645898234683287,8.342750391953272,-0.16144292712853225,-0.14895014602021392,5.0203235352212054,3.616776464778795
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,140812,2014-08-15,023651,NYME,1,23,956296,123051,122109,145130,21263,49221,234058,237125,167201,33541,194955,129167,881369,921041,74927,35255,956296,123051,122109,145130,21263,49221,234058,237125,167201,33541,194955,129167,881369,921041,74927,35255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12839.0,-4405.0,-3741.0,1576.0,-1483.0,2165.0,-2811.0,-4639.0,-9973.0,-4794.0,-766.0,4643.0,-13599.0,-13794.0,760.0,955.0,100,12.9,12.8,15.2,2.2,5.1,24.5,24.8,17.5,3.5,20.4,13.5,92.2,96.3,7.8,3.7,100,12.9,12.8,15.2,2.2,5.1,24.5,24.8,17.5,3.5,20.4,13.5,92.2,96.3,7.8,3.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271,36.0,32.0,20.0,13.0,25.0,64.0,47.0,63.0,36.0,34.0,54.0,236,206.0,271.0,36.0,32.0,20.0,13.0,25.0,64.0,47.0,63.0,36.0,34.0,54.0,236.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1,26.4,31.8,41.3,13.2,21.3,19.1,31.6,20.1,26.4,31.8,41.3,13.2,21.3,19.1,31.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2014-08-15,3.885,3.906,3.763,3.776,1.0,38.239793305817194,4.3485,0.0,6.51260504201683,-0.1511309367368634,-0.14938630416354381,5.014496206722266,3.682503793277733
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,140805,2014-08-08,023651,NYME,1,23,969135,127456,125850,143554,22746,47056,236869,241764,177174,38335,195721,124524,894968,934835,74167,34300,969135,127456,125850,143554,22746,47056,236869,241764,177174,38335,195721,124524,894968,934835,74167,34300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13666.0,-7673.0,-16393.0,-1182.0,-1827.0,-2758.0,-4373.0,11167.0,1855.0,3276.0,-1987.0,-4324.0,-15179.0,-14267.0,1513.0,601.0,100,13.2,13.0,14.8,2.3,4.9,24.4,24.9,18.3,4.0,20.2,12.8,92.3,96.5,7.7,3.5,100,13.2,13.0,14.8,2.3,4.9,24.4,24.9,18.3,4.0,20.2,12.8,92.3,96.5,7.7,3.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277,35.0,31.0,18.0,15.0,25.0,64.0,52.0,65.0,40.0,36.0,53.0,238,210.0,277.0,35.0,31.0,18.0,15.0,25.0,64.0,52.0,65.0,40.0,36.0,53.0,238.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,26.0,32.7,40.9,13.2,20.6,19.1,30.8,20.0,26.0,32.7,40.9,13.2,20.6,19.1,30.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2014-08-08,3.877,3.975,3.872,3.962,0.0,41.71815820358761,4.3839500000000005,18.3823529411765,6.51260504201683,-0.1292544553785735,-0.14535993440654976,4.994835285122319,3.773064714877682
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,140729,2014-08-01,023651,NYME,1,23,982801,135129,142243,144736,24573,49814,241242,230597,175319,35059,197708,128848,910147,949102,72654,33699,982801,135129,142243,144736,24573,49814,241242,230597,175319,35059,197708,128848,910147,949102,72654,33699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27913.0,-4259.0,-9379.0,925.0,-6236.0,-5764.0,-668.0,10000.0,-5949.0,-6414.0,-4811.0,-4427.0,-26556.0,-26566.0,-1357.0,-1347.0,100,13.7,14.5,14.7,2.5,5.1,24.5,23.5,17.8,3.6,20.1,13.1,92.6,96.6,7.4,3.4,100,13.7,14.5,14.7,2.5,5.1,24.5,23.5,17.8,3.6,20.1,13.1,92.6,96.6,7.4,3.4,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277,36.0,32.0,19.0,14.0,25.0,64.0,53.0,66.0,39.0,34.0,52.0,240,209.0,277.0,36.0,32.0,19.0,14.0,25.0,64.0,53.0,66.0,39.0,34.0,52.0,240.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,26.3,34.1,41.4,12.9,20.3,18.8,30.5,20.2,26.3,34.1,41.4,12.9,20.3,18.8,30.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2014-08-01,3.829,3.877,3.781,3.798,1.0,37.028398829039084,4.4015,1.1554621848739624,0.3851540616246636,-0.11839022708235891,-0.1399659929417116,4.980690178747814,3.822309821252187
NATURAL GAS - NEW YORK MERCANTILE EXCHANGE,140722,2014-07-25,023651,NYME,1,23,1010714,139388,151622,143811,30809,55578,241910,220597,181268,41473,202519,133275,936703,975668,74011,35046,1010714,139388,151622,143811,30809,55578,241910,220597,181268,41473,202519,133275,936703,975668,74011,35046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18251.0,6466.0,5342.0,-12.0,1389.0,-3013.0,-7607.0,3054.0,-33544.0,3166.0,-4820.0,12349.0,-22195.0,-19243.0,3944.0,992.0,100,13.8,15.0,14.2,3.0,5.5,23.9,21.8,17.9,4.1,20.0,13.2,92.7,96.5,7.3,3.5,100,13.8,15.0,14.2,3.0,5.5,23.9,21.8,17.9,4.1,20.0,13.2,92.7,96.5,7.3,3.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285,38.0,33.0,21.0,13.0,28.0,64.0,51.0,62.0,49.0,30.0,54.0,249,210.0,285.0,38.0,33.0,21.0,13.0,28.0,64.0,51.0,62.0,49.0,30.0,54.0,249.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,27.2,35.2,42.0,12.3,19.9,18.1,29.7,20.6,27.2,35.2,42.0,12.3,19.9,18.1,29.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Contracts of 10,000 MMBTU'S)",N13,FutOnly,2014-07-25,3.846,3.868,3.767,3.787,1.0,36.71121707952228,4.43285,0.0,9.473903143468002e-15,-0.08610329967340391,-0.12919345428805007,4.937590589964713,3.928109410035288
